article,section,chunk_index,question
List of 2022 FIFA World Cup controversies,Pre-tournament,5,Why did activists say Qatar was greenwashing the 2022 World Cup with Stadium 974 and the carbon-neutral pledge?
List of 2022 FIFA World Cup controversies,Pre-tournament,6,What bribery allegations were made about Qatar winning the 2022 World Cup bid?
List of 2022 FIFA World Cup controversies,Pre-tournament,6,"Who did Jack Warner accuse of helping Qatar buy the 2022 World Cup, and how?"
List of 2022 FIFA World Cup controversies,Pre-tournament,6,What did the whistleblower Phaedra Almajid later say about her claim that African officials were paid by Qatar?
List of 2022 FIFA World Cup controversies,Pre-tournament,7,"What did The Sunday Times say Bin Hammam had done to help Qatar win the World Cup bid, and how much money was involved?"
List of 2022 FIFA World Cup controversies,Pre-tournament,7,How did Qatar Airways CEO Akbar Al Baker respond to the bribery allegations around Qatar’s 2022 World Cup bid?
List of 2022 FIFA World Cup controversies,Pre-tournament,7,Who said that FIFA could cancel the 2022 World Cup award to Qatar if there was proof it was won with bought votes?
List of 2022 FIFA World Cup controversies,Pre-tournament,8,What did Michael Garcia’s investigation find about bribery allegations against Qatar’s 2022 World Cup bid?
List of 2022 FIFA World Cup controversies,Pre-tournament,8,Why did FIFA end up releasing Michael Garcia’s full report on the 2018 and 2022 World Cup bids?
List of 2022 FIFA World Cup controversies,Pre-tournament,8,"Who was the German judge that reviewed Garcia’s report on the Qatar and Russia World Cup bids, and what was his role?"
List of 2022 FIFA World Cup controversies,Pre-tournament,9,What secret payment deal involving Al Jazeera was allegedly tied to Qatar winning the 2010 World Cup vote?
List of 2022 FIFA World Cup controversies,Pre-tournament,9,How much money did leaked documents say Qatar and Al Jazeera offered FIFA for the 2022 World Cup broadcasting and hosting rights?
List of 2022 FIFA World Cup controversies,Pre-tournament,9,Who was the FIFA official said to have known about the $100 million Qatar broadcast bonus deal?
List of 2022 FIFA World Cup controversies,Pre-tournament,10,What did Damian Collins ask for after the apparent Al Jazeera contract in the Qatar World Cup bid controversy?
List of 2022 FIFA World Cup controversies,Pre-tournament,10,How did FIFA respond to The Sunday Times about allegations linked to the 2022 World Cup bid?
List of 2022 FIFA World Cup controversies,Pre-tournament,10,What was the beIN spokesman’s response to the allegations reported about the Qatar World Cup bid?
List of 2022 FIFA World Cup controversies,Pre-tournament,11,Why was Michel Platini arrested by French police in 2019 over the 2022 World Cup in Qatar?
List of 2022 FIFA World Cup controversies,Pre-tournament,11,What were the concerns about holding the 2022 FIFA World Cup in winter instead of summer?
List of 2022 FIFA World Cup controversies,Pre-tournament,11,Why did the Premier League and UEFA officials criticize staging the 2022 World Cup in Qatar?
List of 2022 FIFA World Cup controversies,Pre-tournament,12,Why did FIFA consider moving the 2022 World Cup in Qatar away from the usual summer dates?
List of 2022 FIFA World Cup controversies,Pre-tournament,12,What did Jerome Valcke say in early 2014 about when the Qatar World Cup might be played?
List of 2022 FIFA World Cup controversies,Pre-tournament,12,Why was the proposed timing of the 2022 Qatar World Cup controversial inside FIFA?
List of 2022 FIFA World Cup controversies,Pre-tournament,13,Why was moving the 2022 FIFA World Cup to winter seen as a problem for European domestic leagues?
List of 2022 FIFA World Cup controversies,Pre-tournament,13,What did Franz Beckenbauer suggest as an alternative way to deal with Qatar's heat issues for the 2022 World Cup?
List of 2022 FIFA World Cup controversies,Pre-tournament,13,How did Sepp Blatter react to the idea of Qatar hosting the 2022 World Cup in January and February?
List of 2022 FIFA World Cup controversies,Pre-tournament,14,Why did FIFA end up considering a winter 2022 World Cup in Qatar instead of playing it in the summer?
List of 2022 FIFA World Cup controversies,Pre-tournament,14,What did the Premier League say it might do if the Qatar World Cup was moved to winter?
List of 2022 FIFA World Cup controversies,Pre-tournament,14,How did Football Federation Australia react to the idea of changing the 2022 World Cup dates in Qatar?
List of 2022 FIFA World Cup controversies,Pre-tournament,15,Why was Fox upset when FIFA considered moving the 2022 World Cup from summer to winter?
List of 2022 FIFA World Cup controversies,Pre-tournament,15,What did Fox say it would do if the 2022 World Cup switch to winter actually happened?
List of 2022 FIFA World Cup controversies,Pre-tournament,15,Why did FIFA give Fox the 2026 World Cup rights without a bidding process?
List of 2022 FIFA World Cup controversies,Pre-tournament,16,Why was the 2022 FIFA World Cup moved to November and December instead of the usual summer dates?
List of 2022 FIFA World Cup controversies,Pre-tournament,16,How did Qatar's climate affect concerns about player performance and recovery times during the 2022 World Cup?
List of 2022 FIFA World Cup controversies,Pre-tournament,16,What other tournament was rescheduled because the 2022 World Cup was shifted to the winter?
List of 2022 FIFA World Cup controversies,Pre-tournament,17,Why was the 2022 World Cup moved from summer to November in Qatar?
List of 2022 FIFA World Cup controversies,Pre-tournament,17,How much was Qatar expected to spend on hosting the 2022 FIFA World Cup?
List of 2022 FIFA World Cup controversies,Pre-tournament,17,What was the new city of Lusail being built for in the 2022 World Cup plans?
List of 2022 FIFA World Cup controversies,Pre-tournament,18,How many stadiums did Qatar reportedly want to use for the 2022 World Cup instead of the 12 it had planned?
List of 2022 FIFA World Cup controversies,Pre-tournament,18,Which nearby countries did Prince Ali bin Al Hussein say could host some 2022 World Cup matches if Qatar needed help?
List of 2022 FIFA World Cup controversies,Pre-tournament,18,What did Qatar's bid team say would happen if Israel qualified for the 2022 World Cup?
List of 2022 FIFA World Cup controversies,Pre-tournament,19,"Why did FIFA ban Russia from hosting international football matches after the invasion of Ukraine, and what happened to its World Cup qualifying campaign?"
List of 2022 FIFA World Cup controversies,Pre-tournament,19,Which countries in Russia's World Cup qualifying path refused to play against Russia in 2022?
List of 2022 FIFA World Cup controversies,Pre-tournament,19,"What punishment did FIFA impose on Russia before the 2022 World Cup, and under what name would the team have had to compete?"
List of 2022 FIFA World Cup controversies,Pre-tournament,20,Why did people question whether Qatar was a suitable country to host the 2022 World Cup before the tournament started?
List of 2022 FIFA World Cup controversies,Pre-tournament,20,How did Qatar try to improve its national team by using players from other countries before the 2006 World Cup?
List of 2022 FIFA World Cup controversies,Pre-tournament,20,"Which players did the Qatar Football Association try to persuade to switch allegiance, and what did FIFA do about it?"
List of 2022 FIFA World Cup controversies,Pre-tournament,21,What happened to Qatar in its opening match against Ecuador at the 2022 World Cup?
List of 2022 FIFA World Cup controversies,Pre-tournament,21,How did Qatar become the first team eliminated from the 2022 World Cup after the Netherlands drew with Ecuador?
List of 2022 FIFA World Cup controversies,Pre-tournament,21,What did Hassan Al-Thawadi say about alcohol sales and drinking rules for fans during the Qatar World Cup?
List of 2022 FIFA World Cup controversies,Pre-tournament,22,When did Qatar decide to ban alcohol sales inside the 2022 World Cup stadiums?
List of 2022 FIFA World Cup controversies,Pre-tournament,22,Were regular fans allowed to buy alcoholic drinks inside the eight Qatar World Cup stadiums in November 2022?
List of 2022 FIFA World Cup controversies,Pre-tournament,22,Did alcohol remain available to FIFA officials and VIP guests after Qatar banned it for ordinary spectators?
List of 2022 FIFA World Cup controversies,Pre-tournament,23,What did Gianni Infantino and Fatma Samoura ask all World Cup teams to stop talking about in their 5 November 2022 letter?
List of 2022 FIFA World Cup controversies,Pre-tournament,23,"Why did FIFA criticize the UEFA Working Group countries like England, Germany, and the United States before the 2022 World Cup in Qatar?"
List of 2022 FIFA World Cup controversies,Pre-tournament,23,"What did Gianni Infantino say at his 19 November 2022 press conference about Qatar, migrant workers, and the alcohol ban at stadiums?"
List of 2022 FIFA World Cup controversies,Pre-tournament,24,Why did Gianni Infantino’s pre-World Cup speech at Qatar 2022 get called a bizarre and incendiary tirade?
List of 2022 FIFA World Cup controversies,Pre-tournament,24,What criticism did Amnesty International and Sky Sports’ Melissa Reddy level at Gianni Infantino over his remarks defending Qatar?
List of 2022 FIFA World Cup controversies,Pre-tournament,24,How did The Observer’s Barney Ronay describe Infantino’s address about Qatar’s human rights record?
List of 2022 FIFA World Cup controversies,Treatment of fans,31,Why did Qatar reportedly ban cooked kosher food and public Jewish prayer services during the 2022 World Cup?
List of 2022 FIFA World Cup controversies,Treatment of fans,31,How did Israeli fans and reporters say they were treated by fans from Arab countries and by some businesses in Qatar during the tournament?
List of 2022 FIFA World Cup controversies,Treatment of fans,31,What warning did the Israeli government give its citizens traveling to the Qatar World Cup about showing their nationality?
List of 2022 FIFA World Cup controversies,Treatment of fans,32,What did Qatar promise to pay for its fan engagement program for supporters from competing countries at the 2022 World Cup?
List of 2022 FIFA World Cup controversies,Treatment of fans,32,Why were some fans who were handpicked by the Qatari government said to have turned down Qatar's fan deal?
List of 2022 FIFA World Cup controversies,Treatment of fans,32,What accusation was made against Qatar right before the 2022 FIFA World Cup about using actors as fake fans?
List of 2022 FIFA World Cup controversies,Treatment of fans,33,Why were Lebanese Nejmeh SC ultras seen acting like Qatar supporters during World Cup games in Qatar?
List of 2022 FIFA World Cup controversies,Treatment of fans,33,What was wrong with the shipping-container fan accommodation in Qatar before the 2022 World Cup started?
List of 2022 FIFA World Cup controversies,Treatment of fans,33,"How much did the Qatar World Cup fan-village rooms and meals cost, and why did people compare them to Fyre Festival?"
List of 2022 FIFA World Cup controversies,Treatment of fans,34,Why did Qatar offer refunds to some World Cup fans during the tournament in Doha?
List of 2022 FIFA World Cup controversies,Treatment of fans,34,Why were the Wales brass band’s instruments taken away before the Wales vs Iran group-stage match?
List of 2022 FIFA World Cup controversies,Treatment of fans,34,"What caused England fans to miss the start of the England vs Iran game, and also made U.S. tickets vanish from the FIFA app?"
